NRDR,RDR,accuracy,macro avg,weighted avg
0.7272727272727273,0.8813559322033898,0.8155339805825242,0.8043143297380586,0.8230137478121681
0.8205128205128205,0.8125,0.8155339805825242,0.8165064102564102,0.8155339805825242
0.7710843373493976,0.8455284552845529,0.8155339805825242,0.8083063963169752,0.8173408766489115
39.0,64.0,0.8155339805825242,103.0,103.0
